language;text;class
"en";"Sick 😷";
"en";"@OnSight_Gaming talk to @02nicc for a sick designer.";
"en";"the guys @ the fire department hate me because i always bring cold pizza in a sandwhich bag";
"en";"@LivelySam 'deeply disturbing' and 'sick' what SJW use for #Trump. No doubt, Pedo def going on /w elite somewhere. Need smokier gun.";
"en";"@KatRamsland 'The source of the seasonal scourge known as cedar fever is actually the Ashe juniper (Juniperus ashei).'";
"en";"@ClutchLikeRomo you're a sick fuck. If you can do shit like this then you deserve to get cheated on!!";
"en";"BOTH MY ROOMMATES HAVE THE FLU https://t.co/7jFou3LdmW";
"en";"These #FiftyShadesDarker commercials make me Sick. #PornKillsLove #NoGreyNoWay #BoycottFiftyShades #BDSM is disgusting. #FightTheNewDrug .";
"en";"@MajolaSnake1 tomorrow morning... Maybe. If I'm not oh so terribly sick. 🤒";
"en";"@melisskristen @brittanyyskye SICK !! Can't wait to see both of you! It's been too long !";
"en";"@slynnn112 not that it's very wintery but I find from working at Dearmans that people do like to get cold stuff like shakes during winter";
"en";"@YelDarbMaI In all honesty? I just hope he or his wife or kids aren't sick or something Brad.";
"en";"As i said its cold 😉😁❄😨 #whoooo #freezing @ Carmen, Cagayan De Oro,… https://t.co/JKIrBqpPNq";
"en";"@IAmJericho I've been rocking out @kennyg ever since I listened to the podcast. Love it. Dude is sick.";
"en";"Literally doing the same right now. Wonder if it was part of the cold that's going around, because I had no motivat… https://t.co/Sna5g1aeIJ";
"en";"People in sac really complaining about the cold 😂";
"en";"Anyone wanna do legs tonight?? Jeff is 'sick''";
"en";"here's a poster i drew for @NathanBarnatt 's sick one-shot music video! check it out!! https://t.co/pWl6XplZqT https://t.co/ZNUW57No33";
"en";"I thought being paid on the 23rd December was sick, now I've got to the point where I've realised it's an awful idea n I owe alot of money";
"en";"@gen_allison im sick to :(";
"en";"Running in&amp;out, letting the cold air out. https://t.co/mkfvNRTHdM";
"en";"@emilybooth_ @arijux333d as if your using a hamsters death to flirt with each other ACTUAL sick!";
"en";"Give Winter the cold shoulder in our white gauze #top, #necktie &amp; #Quay #sunnies! #newarrivals… https://t.co/YnClvT0ifi";
"en";"I'm the biggest baby when I am sick";
"en";"Being sick sucks!!";
"en";"So sick 😣😧🤒 @ Newark, New Jersey https://t.co/TZfPnI0ElM";
"en";"@bartmckinley it would be a cold day in hell before I believed anything CNN said. What a piece of crap";
"en";"Pussy ass nigga burnt the sandwich!!! Why he ain't just eat it cold? Fuck wrong with you.";
"en";"Some niggas just wanna feel some luvin or sumn damn you cold.. https://t.co/Fwy6NanUz3";
"en";"'This nigga can't even eat a sandwich cold' 😂😭 https://t.co/DCfpquqrQT";
"en";"Im so sick and tired";
"en";"They are sick of your upcoming presidency! https://t.co/6BSOjd64Kd";
"en";"Being an #adult and getting a flu shot";
"en";"@Chapman_Howard hahahahaha influenza 2013 :')";
"en";"We're going disneyland today. It's pretty cold!";
"en";"I feel like most British people can relate to the pain of forgetting you made a cuppa tea and realising it's gone cold";
"en";"I don't think I have ever been so sick in my life!";
"en";"I feel all gross from being sick. Send soup";
"en";"Stomach flu 1 me 0";
"en";"turned my ex to a cold hearted savage 🤤🤣🤘🏽";
"en";"@nottherealwiz CBR is brisk atm, I hope it improves in MLB. I'm actually cold!";
"en";"@MariliCancio My father is in delicate conditions sick. Luis Escano (facebook ) 347 993 8030 https://t.co/cm1jD3L0Be";
"en";"Too sick to go to work but Thursday is work-overload-day. 🤢😷🤧";
"en";"Financially fucking drowning because I'm sick and my roommate fucked me over on rent this month. LOVE IT.";
"en";"@niamhmcculGLAD cold !!!";
"en";"@realDonaldTrump My father is in delicate conditions sick. Luis Escano (facebook ) 347 993 8030 https://t.co/nBhTusEEQC";
"en";"Man niggas touch a couple guns ( that's not they shit ) &amp; swear they ' like that ' ... Shit sick 🤦‍♂️ https://t.co/jcHITh39do";
"en";"God I hate being sick like this!";
"en";"@MikeBastasch @RyanMaue @DailyCaller not bad compared to Mars. Nighttime temps there around -100 degrees. #cold";
"en";"I hate when i get sick because i get SO sick and the medicine i get perscribed is always so expensive. 😭";
"en";"@Marenghiiii @rmwilliams98 @ClutchLikeRomo Leon how can u laugh at that u sick fuck";
"en";"Can't even eat a sandwhich cold 🤷🏾‍♂️dumb ass";
"en";"@Bkoh44 @NWHL I don't know Ben.. I heard the @CTWhale_NWHL have some pretty sick jerseys! #NotBiased";
"en";"Testify by @NEEDTOBREATHE is a song I can literally listen to over &amp; over &amp; over &amp; never get sick of it😍😍😍";
"en";"'You can't eat a sandwich cold my nigga' https://t.co/wweBenzDi6";
"en";"@CenterParcsUK Center Easter hols blatantly hike prices as families can only come during school hols makes me sick… https://t.co/wys1F9EL9R";
"en";"Tak selesanya hidung sebab flu😷😩";
"en";"Home sick might as well watch the #MLBhalloffame";
"en";"Blame being sick for being in my feelings 😂😂😂";
"en";"so sick of living like this:')";
"en";"What kind of sick joke is this https://t.co/zWpXZJbTlu";
"en";"Sick with laryngitis &amp; upper respiratory infection🤧Cozy blanket 💚 yummy honey 🍯🐝love mug🌜herbal tea☕️beta glucans✊️… https://t.co/F1Nn0a1KTW";
"en";"Michael Scott what a sick prank https://t.co/MNA4vOzAuV";
"en";"I'm scared to get sick whenever someone next to me is coughing or sneezing repetitively";
"en";"@GPurkiss All good except for a cold over Xmas and new year. Guitars good at the moment.";
"en";"I know I get paid for it but it was way to cold 😂 #saintsfc";
"en";"I have a cold and Makenzie has pink eye. We literally have the worst immune systems in the world. Thanks, mom. #SheEvenBreastFed #Why";
"en";"File under sick and twisted. Trump is the 'aspirational' president. His voters want to be as rich while getting away with the racism/sexism.";
"en";"Why tf you ain't eat it cold?";
"en";"@huntertide110 @NASAEarth @NASAGISS To what does 'it' refer specifically? And 'cold' compared to what exactly?";
"en";"Sick of hearing the devs complain so im dropping everything and setting up an OAuth token provider and API gateway real quick.";
"en";"More like me when I'm freezing standing outside in the cold at work https://t.co/jTNUBzsjA0";
"en";"Pregnancy flu is on the same level as man flu. Except my man can't cope with seeing me so pathetic 😭";
"en";"@Ickleteamopepe @ozziecat1 Way to go! Too cold here too!💤💤❤🐱🐱";
"en";"I remember a few weeks ago I was sick and my baby cooked for me, gave me my medicine, started my shower water for me, and slept w/ me😘";
"en";"so sick of missing someone who can't be bothered to even text me back";
"en";"Think I'm getting sick 😐";
"en";"As the saying goes...when it's cold in Alaska...look out for above normal warmth across the eastern US 🔥#BlowTorch https://t.co/UnQBMWvm9Y";
"en";"Damn cold this early..shud i continue to sleep or wake up😂";
"en";"I hate being sick , I really get the worse part of everything 😭";
"en";"When your 5,931 miles from home and your home sick 😢😔";
"en";"I'm sick 🙃";
"en";"That dry winter cold was getting to my skin so I decided to give it some 🖤 with my very own… https://t.co/pjhbtw8A9z";
"en";"Rainy day indoor playtimes. Girl hooman is sick again, so boy hooman is working from home today.… https://t.co/G84LunxHDm";
"en";"Quite frankly, I'm bored of being cold day in day out! 🙅🏼";
"en";"He was mad about dude and that cold sandwich tho😂😂😂 https://t.co/jLcQGZUBTY";
"en";"My baby so sick and she so far away it's making me mad I can't be with her";
"en";"@sdutGehlken Damn Philip, the body's not even cold yet. Just wanted you to give a long pause then a 'heck...I can't do this Dean' &amp; walk off";
"en";"@GlobeBobRyan indoor vs outdoor, warm vs. cold.";
"en";"i'm so cold nigga this song bouta be lit g";
"en";"What's better than curling up with a good book on a cold, wet day? Partner reading, of course! #sleTHEplacetobe… https://t.co/ytg0XdXQfv";
"en";"We've kitted out the front of the restaurant to keep you guys warm and cosy in these cold… https://t.co/1vOQIVIs8g";
"en";"@EllieM72 Then we'd need the medical code for coughing up a lung.";
"en";"#5:55 #loa #clear #cold #night @ New York, New York https://t.co/dCn4n5n6Jc";
"en";"All I need now is this cold to clear up #dayten";
"en";"What a great stream tonight. Had a great time casting with @excoundrel as always and we were graced with some sick games. Bring on week 2!";
"en-GB";"@Danny_LFC_98 saving 100ks for TOTS/sick TOTW ;)";
"en";"Summer needs to get here hate this cold weather lol";
"en";"Im sick and nurse sarah gave me detox tea and peppermint body scrub to clear my sinuses, I love her";
"en";"This dude is wearing timbs moving like that. Wtf lmfaoooo he cold for this 😂😂 https://t.co/l7i6xKkCCR";
"en-gb";"Here's hoping tomorrow won't be so cold, having my sister chauffeur me to school and back tomorrow #blessed #lovestockport #lovemanchester";
"en";"imagine, ive been on a Metro, a Travel Bus, and Two Planes, and currently a car.. within 24 or so hours. i'm sick.";
"en";"Starting to get sick...💔😩";
"en";"Shout out to my mom for sending me a huge seamless order to my apartment as a surprise because I've been sick in bed 🙌🏼";
"en";"How my mom gon ask for a $400 necklace and never wear the shit bruh I'm sick";
"en";"First to COMMENT MINE gets these pieces for : Framed Print 8 X 10 $12 I'm framing cold mug… https://t.co/5ed8y8bhz5";
"en";"@SpursAli I'll take frost and ice any day. Cold weather rules. Strangely reassuring in this age of global warming.";
"en";"@Leilanimitchel it was perfect :-) had very cold toes though after an hour :-)";
"en";"Dear, Republicans Imagine for a second that Reagan is still alive and extremely sick. Now imagine he has Obamacare...";
"en";"Secretly I love it though. I love adversity. Thursday, I will be better! Flu or no flu.";
"en";"Pussy ass Nigga burnt the sandwich .... why tf you ain't eat it cold https://t.co/aQfpf01qMG";
"en";"'Maggie yo daddy fine' @Momoe_Joe is sick!";
"en";"Staying home and watching Netflix with my dog was the best decision. Specially cause I'm sick as SHIT";
"en";"I do not suggest working out before you get the flu i can't even move my toes 😅";
"en";"in reference to me accidentally scaring her in the bathroom 'awe lauren left the heat light on for me because she knows i hate being cold'";
"en";"What's better than curling up with a good book on a cold, wet day? Partner reading, of course! #sleTHEplacetobe… https://t.co/Y3arD0l9Sg";
"en";"I'm sick that I got a night class";
"en";"@sweetlings I'm taking english literature. And thank you! My boyfriend got me sick.";
"en";"@MUTGuru thats pretty sick for 10 solos https://t.co/7F10MC1Ycu";
"en";"@wbnc thats not bad at all! its cold enough it should be fine lol";
"en";"@ConsuDom_Mia My father is in delicate conditions sick. Luis Escano (facebook ) 347 993 8030 https://t.co/mMnasikoFB";
"en";"The official #CIAA2017 GYM JAM is HERE • at #Fever 2.24. 🔥🔥🔥 #ExecutiveTeam #HBCUGymJam Tixs:… https://t.co/3XylWyugZA";
"en";"@KelsLRoos look at his twitter account. It was just some sick joke 😭";
"en";"Having a cold when you have a newborn might just be the worst thing possible";
"en";"2.24.17 | 2nd Annual #HBCUGymJam | 🔥CIAA Friday🔥| Live @ Fever 🤒 | https://t.co/J2lFiiXCfd";
"en";"'Dis mouthafucka uhhh cook uhhh damn ham uhhh...''sandwich''yeah Sandwich &amp; burnt it, why dont you just eat it cold… https://t.co/bRk3XS1It9";
"en";"2.24.17 | 2nd Annual #HBCUGymJam | 🔥CIAA Friday🔥| Live @ Fever 🤒 | https://t.co/J2lFiiXCfd https://t.co/KsSoUKJLCT";
"en";"2.24.17 | 2nd Annual #HBCUGymJam | 🔥CIAA Friday🔥| Live @ Fever 🤒 | https://t.co/J2lFiiXCfd https://t.co/PpERU79hwO";
"en";"I get sick once or twice a year. My shorty be mad at me both times. She get sick like every other month tho 😂😂";
"en-gb";"A cold field 🌕❄️ #field #landscape #moonlight #night #snow #cold #winter #january @ Cobbinshaw… https://t.co/Ib4iKmOi95";
"en";"Being around sick babies + exhaustion + stress from the last 3 months finally took its toll. Resting and recovering today #ihatebeingsick 😣";
"en";"Really hope I'm getting abs from all this coughing";
"en";"@rpElliotStabler do you have a cell phone i have a record on my and can send you a massger to and you a sick @ginger_castonza";
"en";"I may be sick but, at least I have fly kicks. https://t.co/Pq4IToMPxx";
"en";"'Why tf u ain't just eat it cold'😂😂 https://t.co/uodos7i2ds";
"en";"@arrangementt me too. I bet they are sick of being asked that.";
"en";"Sat in my dinosaur onesie with a horrible cold watching @SonsofAnarchy";
"en";"3rd day of my diet: im sick and all I want is zaxbys";
"en";"@tan123 just wanted to point out fact that some important food crops need cold. Global warming is a religion, but you need to be accurate. 👍";
"en";"i'm so tired of being cold";
"en";"I'm trying to do something cool but everyone's hanging out with there girls or sick.";
"en";"Starting to see Influenza A here in Western Iowa! 😷 https://t.co/H1kx7ucHQE";
"en";"Cold sores are the devils work.";
"en";"@noLapt0p right just sick to my gut";
"en";"This gym is going to be sick! - Make sure to follow - dean_romero_smtf @MiguelsRealty - Our… https://t.co/zCADIzx15u";
"en";"The cold never bothered me anyway❄️☃ . . . . . . . #winter #germany #osnabrück #snow… https://t.co/rvHOBTQlM7";
"en";"I feel sick to my stomach 😔😩";
"en";"My stream tonight will start like 1 hour late Still sneezing, still sick! WAT da PUCK lol";
"en";"Why the hell are they showing all the 0% votes? That's just cold blooded.";
"en";"Sick class";
"en";"Yb can't eat a cold sandwich https://t.co/jD4VG1iBkq";
"en";"2nd annual #CIAA2017 #HBCUGymJam 2.24.17 #Fever Tixs: https://t.co/nbnGbFvQ9z https://t.co/ICJzYyzw7f";
"en";"sick 🙁";
"en";"#NCAT 2nd annual #CIAA2017 #HBCUGymJam 2.24.17 #Fever Tixs: https://t.co/nbnGbFvQ9z https://t.co/GHiMqjKRd8";
"en";"#UNCG 2nd annual #CIAA2017 #HBCUGymJam 2.24.17 #Fever Tixs: https://t.co/nbnGbFvQ9z https://t.co/ZHGseKCdoY";
"en-GB";"this has acc made me feel sick how can anyone treat an animal like this? https://t.co/xGgLB7CQP4";
"en";"Apply cold water to burn https://t.co/Z2JQNiMr7D";
"en";"@opwnusprime it's a red flag that there's no red hood and that captain cold and Freeze are the same character basically";
"en";"I just want better than hardough hips for ya'll. I don't want ya'll lookin like two cold testicles from the back. #BallChinianBooty";
"en";"Working while your sick is so much fun";
"en";"It's so cold that my car doors won't stay closed 🙃";
"en";"Back for 24 hours and I already have hay fever! I guess this is what it's like to be on land.";
"en";"IM SEA FUCKING SICK 😭😍 https://t.co/zngogLLkiF";
"en-gb";"#fuckblacklivematter im sick of your bullshit BLM";
"en";"Fair play to those @NCFC fans who made the midweek trip in the cold despite their team's recent poor form! 👏👏👏#respect #Norwich #SOUNOR";
"en";"in the mood for a walk but it's sooo cold";
"en-gb";"Why am I always so fucking cold 🤤☹️";
"en";"Cold day lol https://t.co/pqyJqNSec3";
"en";"#NCCU 2nd annual #CIAA2017 #HBCUGymJam 2.24.17 #Fever Tixs: https://t.co/nbnGbFvQ9z https://t.co/Rt2uDWpfWM";
"en";"my next purchase is a pair of big over the ear headphones, i'm sick of hearing these people and their dumbass conversations.";
"en";"Speaking of the Women's March, I am sick and tired of the verbal gymnastics so many people have to hurdle to 'include men'";
"en";"@cnnbrk Lincoln didnt depend upon Math... Reagan only blew up the debt.. GHWB got smashed when he lied b4 he taxed properly...(now sick)";
"en";"#FSU 2nd annual #CIAA2017 #HBCUGymJam 2.24.17 #Fever Tixs: https://t.co/nbnGbFvQ9z https://t.co/u64VfjlFXt";
"en";"to think just this morning i had bby fever";
"en";"The weather is too cold here.. shouldn't have to have hot drinks!! @Schafernaker https://t.co/hmkc5f90dD";
"en";"@Becklynn___ I'll say I'm cold if I want to... howbow daaaaa? https://t.co/hljH3BDMe1";
"en";"'This pussy nigga burnt the sandwich, why tf you ain't eat it cold? Tf wrong w you?'😂😂😂😂 https://t.co/3gSf4ReSol";
"en";"cold morning ❄";
"en";"i'm so sick that i have a fever😎😩💦🏄🏻‍♀️";
"en";"8 days from being 18, coughing in the store, and a hospital ID, and I can't buy cough syrup. wow Oregon";
"en";"if you're ever seeking sympathy for when you're sick, don't go to @chaneekthegeek cuz she's a nurse and has seen some shit";
"en";"Sick to my stomach 😓";
"en";"'Why you can't eat the sandwich cold?' https://t.co/m4FVahkIOT";
"en";"Fever 😷🤒";
"en";"Never felt more sick https://t.co/1LrJGCgi5D";
"en";"The Santa Monica Pier today. #cloudy #cold #santamonica #losangeles #chilly #beach @ Santa… https://t.co/JgjpFqVRZ9";
"en";"Y'all are sick ass hell watching videos of brown schoolchildren being shot. Blocked.";
"en";"The worst part of having a cold is when you go through that little phase where you can't taste anything (currently in that phase) 😫😫";
"en";"@Fox411 Sick of celebs attacking Trump. Actress from Big Bang says she hopes the next 4 yrs go by quickly. Last 8 yrs seemed endless to me.";
"en";"I think about things constantly until they make me sick...it doesn't even make sense.";
"en";"I'm so tired I'm laying down wishing I could lay down. I had so much i needed to do today. People need to stop getting sick! 😞😞";
"en";"Soooooo cold";
"en";"I think I'm gonna be sick 😷 Oh shit, just vomited in my mouth looking at it for the 2nd time 😷😷 https://t.co/JtBGJEqcvO";
"en";"so sick😣💔";
"en";"@MickelodeonNL Swine flu";
"en";"niggas sick. https://t.co/bPMHQlctO6";
"en";"the weather today was so beautiful and i was wearing a hoodie and leggings and i wasn't cold wow";
"en";"@RichardYCho Seriously. If people are sick, they need to stay home.";
"en";"How long will it take for me to get cold in my car if it's not running?";
"en";"@VickiGrafWSOC9 @wsoctv - Boooooooo !!! - Where is the cold weather !!!! - AugustaGA hit record temperature 80 deg yesterday - In January !!";
"en";"I'm up here by you boy I know yo ahh be cold ass hell on god . Been in Michigan for 4 days https://t.co/xnmVijZIWe";
"en";"#Newsnight has become a sick &amp; twisted joke #Trump #Plato. It has gone beyond embarrassing and is just pathetic.";
"en";"@takhtehchianmd @WritingIlliniFS @mkg59 So my boss is a Purdue alum and due back from a trip tomorrow. I'm thinking a sick day Thursday.";
"en";"Please cold leave my system now";
"en";"Bile to high. Need to do somsom before I get too sick.";
"en";"sick of renting &amp; you can't convince Mom &amp; Dad to let you move back in rent free? How about you start an investment… https://t.co/OMd8Tcf6oD";
"en";"So sick of this";
"en";"That was cold blooded @SteveCarell";
"en";"why do you have to be 18 yrs old + to buy fucking flu medicine";
"en";"ahhh always forget how graphic trainspotting is... and how much i fancy sick boy !!!";
"en";"I'm sick af";
"en";"You know you have a best friend when you get sick at the same time @kenzi_wise 😷😷☺☺";
"en";"People still rap to these 2001 instrumentals, pretty sick 🔥";
"en";"I HAVE THE FLU I DONT WANT TO DEAL WITH THIS SHIT";
"en";"I wish I could quit you, day old and cold pizza. 🍕";
"en";"@ServeServeServe Hey Jimmy so cool to hear from you. We left after the game and I came down with the flu. I will give you a call later. Phil";
"en";"It was so cold without my blankets today🙃.........";
"en";"Feeling pretty sick, my body aches..";
"en";"I never get sick. The one time I do it lasts 3 weeks going on 4... Fml";
"en";"My hands are permanently cold. Just ordered some fingerless gloves similar to those sported by Scrooge and will wear them until June.";
"en";"'Why the fuck you ain't eat it cold?' Lmao 🤣 https://t.co/kOdiMPsQVh";
"en";"@___MissThang___ and I thank The Lord for that. Cause I coulda been a really cold and cruel person.";
"en";"'I even hate the smell of melon' he says as he chops it all up for me because I'm sick/useless 💖 #thehateispretend";
"en";"@SarahKSilverman @Pink This whole thing makes me sick, the rich get richer and the rest get kicked to the curb! Sick of all the bullshit!!";
"en";"@foreeverr_Jaayy flu? :/";
"en";"Officially sick and tired of being sick and tied";
"en";"Enjoying a good quality cigar and a cold beer @Carrabbas in Coral Springs Fl. Weather is perfect #1customer https://t.co/8ycA45KMBl";
"en";"I let my dog in cause it's cold&amp;he got a bath, 1st thing he does is pee and I'm like 'really...? Like why u do dis when we trying to help u'";
"en";"i swearrrr im so sick og goin thru the same shitt!";
"en";"@BlairrWalkerr you need Tom Kha! It's a hot and sour coconut based soup and it's honestly so delicious and helped me get over my flu.";
"en";"Officially sick and tired of being sick and tired";
"en";"erm, what sick plot twist is this... gay wedding ideas? we all know my ugly self is dying alone https://t.co/JEE6P6gdIj";
"en";"@FoxBusiness wow people are sick!!! You preach about peace but pull this crap ALL THE TIME... can't wait for Friday 🙌🏼";
"en";"TB to when I WASN'T stuck in bed sick and WAS way too obsessed with my sunglasses.… https://t.co/vU8a16o3Ql";
"en";"Can't wait for Ollie's sick xvx band in 10 years https://t.co/u54mWgBvuj";
"en";"@_StephanieeAnn_ flu season amiright?";
"en";"Just my Luck I haven't needed health insurance for 42yrs of my life &amp; Now at 44 since I got Very Sick last Yr I NEED IT! probably loose it!?";
"en";"W 39 out sick, I'd go 12-19-62, 68-8-57, 28-50-42, 89-40-23 (Goodrow) https://t.co/CaLXwdTM9c";
"en";"i am 20 yrs old. and i'm still being questioned about if i'm old enough to buy flu medicine.";
"en";"I like it when the bed is made. So even tho I came home sick today, Ima make this bed.";
"en";"@1followernodad @ninatypewriter You can probably still eat it but if you get sick you are on your own.";
"en";"Idk why but i have the feeling i love everyone now in the EU think i'm getting sick 🤢";
"en";"Everyone in this house sick lol";
"en";"Lol. Ain't it cold here https://t.co/OgiqHG1sKq";
"en";"@TheeTedSmith clear and cold. The heat can stay away";
"en";"Sick him 😂 https://t.co/E6N2kYEi5t";
"en";"@KevinAllred that sounds and seems so cold.";
"en";"When it's cold is there anything nicer post shower than wrapping yourself in a towel straight off the radiator?… https://t.co/Mfkaac8tUq";
"en";"E eu fiquei chocada em como a hidráulica, mecânica dos fluídos, andam coladas com o dia a dia dos bombeiros";
"en";"i walked . 🙄 now i'm cold . https://t.co/YGqQ5Wu9nq";
"en";"It's Always Cold In This Classroom 😤";
"en";"Cold showers are so amazing.";
"en";"@bridgitmendler the dance looks sick!! Is Snap My Fingers really the next single? 😏 https://t.co/Oe3vV3FN4m";
"en";"@iamcirovske @roseoddity this is makes me sick watching it";
"en";"Legit getting sick of the sight of the A&amp;E here now";
"en";"Enjoying and atleast smiling for my cryotherapy session in extremely cold H20 🛀 The 2nd pic I'm… https://t.co/B3o5gumLyg";
"en";"my dorm shower didn't have hot water so i took a cold shower this morning lol shit";
"en";"@JJshowQ104 one food Jeff hates...cold ham";
"en";"Ah nigga cold hearted on my daddy grave I'm numb to this shit💯🅿️💙";
"en";"Fixing myself apples and cinnamon oatmeal with a few slices of bacon. Eating well to fight off this cold and build up my strength. 🍲";
"en";"What a tragedy it is when you get ur hair did and then u gotta phone in sick bcos ur too unwell to show it off to everyone :((";
"en";"@nevaehtamermaid they should let you leave so i can have my latte or ask cindy to heat it up so it's not cold 💗";
"en";"Look at me, a Brit, eating left over cold pasta with chopsticks. I'm such a rule breaker! #diverse… https://t.co/FXeAMga64X";
"en";"@tortilla Hey folks! Someone should watch over your branch in Kinks X. Service not great and, today, food was served cold";
"en";"Hate when you see something and just feel physically sick😞";
"en";"Anyway, flu coming back. I hate this🙄";
"en";"@Anagoesgreen @SarahJaneWatso3 @ElijahChoo dare I say it, I grew too many last year &amp; was sick of them by the end of the season!";
"en";"Waking up with a Headache 😡 and Qua got the medicine but that ass at PT ! #Sick";
"en";"Sick😷";
"en";"I hate being sick. I don't have no energy to do anything.";
"en";"I can't sleep because I can't stop thinking about how tight my friends patch is. Damn that's sick as hell https://t.co/WaKmmZyrxq";
"en";"I hate being sick without my mom to take care of me. I want my mom :(";
"en";"It's too cold outside";
"en";"So Birmingham and Coventry are in the East Midlands? WTF I think that sick guy @RossOnRasslin is slipping they are in the West Mids";
"en";"The real reason I am missing he #Deploraball is not because I have class but because I don't go anywhere too cold for Hawaiians and shorts!";
"en";"Woke up sick af 🤢🤧";
"en";"Cold brew coffee. #homemade #homebarista #coffee https://t.co/wWXIjRp1gW";
"en";"I love when it's cold &amp; rainy but I'd rather enjoy that type of weather in my bed under a mountain of blankets";
"en";"I like this advice. Anything to avoid last February's flu https://t.co/E8egcW8dFm";
"en";"I like this advice. Anything to avoid last February's flu https://t.co/ZkYDUUgGPJ";
"en";"I like this advice. Anything to avoid last February's flu https://t.co/E8egcW8dFm";
"en";"I like this advice. Anything to avoid last February's flu https://t.co/rgxGsLaod0";
"en";"Sick af";
"en";"Love #CirqueduSoleil #Amaluna last night at the @RoyalAlbertHall - a great night out in #SouthKensington #London on a cold, wintery evening!";
"en";"Is 'Liberalism' a political philosophy or a sick cult where members are outcast for perceived alternate views? @SkyNewsAust wont dare ask";
"en";"I know I'm not getting sick 😓 I JUST KNOW";
"en";"Sick of getting notifications that people are starting live videos on Facebook AND Instagram😫😴";
"en";"@foxnation sick people - imagine the parents paying for idiots to take the course-most likely all students on EEO scholarships taking arts";
"en";"Another cold and misty day for my walk; but I did make some horsey friends. #fitbit #walk… https://t.co/8O4Lii3mqG";
"en";"I don't watch TV news much, and watching @GMA makes me glad I don't. Watching these sycophants drool over the Trump family makes me sick.";
"en";"Loved #CirqueduSoleil #Amaluna last night at the @RoyalAlbertHall - a great night out in #SouthKensington #London on a cold, winter evening!";
"en";"i feel myself falling sick oh no";
"en";"Support the sick, but not the idle. MAYWARD CheerForYourDreams";
"en";"HOT BOY PROPANE NO FEVER!";
"en";"Ted just ate his own sick...";
"en";"Hey @Michael5SOS have you seen that color changing guitar yet ??? It's sick af";
"en";"My phone charger is in the living room. I'm on 13%. Goodbye cold cruel world. ✌🏽 #dramatic";
"en";"how have me and char just discovered cold coffee by ed 😦";
"en";"COLD.... LIFE_DIFFICULT.... ENGINEER_LIFE_SUCKS @ Kathmandu University https://t.co/Vk0ZrCh0ok";
"en";"@975Mornings Swat Swat had those numbers with the FLU! Unreal.";
"en";"Dear God, giving women monthly cramps AND childbirth was cold blooded bruh #blessedwithbaldness";
"en";"First off @PhilJackson11 better should be thankful that @carmeloanthony is part of the @nyknicks 💯💯 stop the drama I'm sick of it";
"en";"ang cold nakakainis!!";
"en";"getting better but its cold asf";
"en";"I have been sick all week😩";
"en";"If anything i feel less in control bc im in so much pain i feel sick lmao";
"en";"Ang cold naman💨❄️😌";
"en";"'Don't be sick, eat dick!' 💀💀";
"en";"i'm in hangover limbo, too bored to stay awake but too sick to sleep";
"en";"De camino al trabajo.... que frío!!! #snow #cold #work #omwtowork #tbt #throwbackthursday #aspen… https://t.co/xS15uyhVIL";
"en";"Stop using Dr. King as an excuse for your actions. I'm sick of that shit. If you wanna sing, go sing, but keep his name out of your mouth.";
"en";"@ChelseaPfau word of advice: they're people.. ignore that they're sick and may be scared.. they came for help. Help them :-).";
"en";"the flu has officially hit the Smith household 🙃😶";
"en";"@RAvitabile Sunny South Africa.Sorry about the cold😀😙";
"en";"too cold to stay in this school all day";
"en";"When ur teacher still gives you the test to take after being gone all week sick https://t.co/d94yGZd9d8";
"en";"For a minute I thought I was back at Yosemite base camp feat. #Dolce La Hulpe ... Cold weather with snow left over… https://t.co/naMrQBm1yy";
"en";"Keep Calm And Shop At Cold As Ice Tattoo Supplies we're open 7 days a week! 1918 E. 79th Street… https://t.co/q0AZURI4GS";
"en";"When you work yourself too hard you constantly feel sick because you always forget to eat :) why do i do this to myself";
"en";"@SNJeffBlair Cold as ice";
"en";"French toast and bacon on a raining cold morning @ The Reveal (Warner Center) https://t.co/sq7jPEwpVi";
"en";"God I feel so sick and my head feels so heavy omg.";
"en";"i hate when the bottom of my pants get wet bc it makes my whole body cold for the rest of the day";
"en";"If anyone has a prayer in their hearts @jaime_downs and I need it. Both couch ridden with the flu 🤒";
"en";"Hate being sick 😩😩😩😩 all I wanna do is stay in bed all day 😭😭😭";
"en";"Cold coconuts on a hot night @ China Town. Singapore.新加坡 https://t.co/TaM754Awwo";
"en";"@Ctakacs__ he's a 7'2 child a huge jackass everything he does is so funny it's so sick";
"en";"I hate being sick literally.";
"en";"This meteorologist's gut feeling: 1/28-2/6 seasonably cold/dry, fast moving lt. snow events; 2/7-2/14 cold/stormy; mid-Feb onward: milder.";
"en";"Cold sore is gone. Sun is shining. It's a good morning. @ Usa - Philadelphia https://t.co/3Imezu7XPU";
"en";"@PhilJackson11 should be thankful that @carmeloanthony is part of the @nyknicks stop the drama I'm sick of it and get this team to win";
"en";"Soooo thankful for a husband and a job that allows him to stay home and take care of sick momma and baby 😷🤒😔#thisisthepits";
"en";"@thehill A bunch of sick fucks who apparently have no life, jobs, of course no children they care about ! They should have been shot !";
"en";"@scottishwater discoloured cold water in Cathcart G44. Any reason you know of?";
"en";"My mom is complaining about her not wanting to take her kids to school today so we won't get sick 🤷🏻‍♀️";
